ID	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
DHRS12	5.97889	5.84064	6.49375	6.51619	6.25767	6.37843	4.30375	5.41581	5.75265	6.03126	6.36081	6.41256
DHRS13	6.07883	6.2265	4.07201	5.33605	6.37132	5.35597	5.53651	3.60863	5.71381	5.54412	5.07651	3.24721
DHRS1	7.1333	8.68271	7.69439	8.64559	7.96416	8.20111	6.22298	5.88364	6.75732	6.69021	6.70907	6.06903
DHRS2	8.34522	5.72685	4.58021	5.11799	5.57215	7.99834	3.55315	10.0686	8.82461	4.11025	9.35337	2.11043
DHRS3	9.22355	9.36452	9.37169	9.23562	9.23445	9.30347	5.8836	6.17504	6.22606	7.30539	8.02751	8.13353
DHRS4L1	4.70276	4.48217	4.37367	4.59155	4.26909	5.05625	2.7025	2.39675	2.37565	3.1924	3.27848	2.58132
DHRS4L2	6.60909	7.39782	7.25161	7.4135	7.22019	7.69472	5.65622	5.467	6.20987	6.29754	6.5606	6.36592
DHRS4	7.40037	8.00437	8.07558	8.19213	7.94507	8.58126	6.29646	5.96536	6.85898	6.89367	7.02075	6.83478
DHRS7B	6.85013	6.23245	7.06732	6.60123	6.16752	6.74641	5.78164	6.34626	5.94988	6.62288	6.86193	6.63821
DHRS7C	0	0	0	0.48025	0	0	0.203355	0	0	0	1.20446	0.203355
DHRS7	8.31091	8.23084	8.58635	8.04527	7.61382	8.05325	7.33903	6.73403	7.69772	7.44641	7.32903	7.03834
DHRS9	4.81671	5.57973	3.15269	2.7789	2.88682	4.1978	1.29233	3.00334	2.77368	3.66765	5.73347	5.97136
DHRSX	6.75926	7.24013	8.14119	7.06476	6.67581	7.1693	5.7739	6.11076	6.27708	5.90976	6.12106	6.14862
DHTKD1	6.59578	9.5598	9.07921	9.31208	8.97866	8.66647	6.96648	6.98963	6.64871	6.6388	6.43349	6.78029
DHX15	7.76004	7.9338	8.01202	7.26822	7.24423	7.38585	7.76445	7.74781	7.97234	7.77033	7.52962	7.55824
DHX16	7.31004	7.7878	6.8638	6.78219	6.51915	6.72863	7.28071	6.73511	6.64549	6.86301	6.7389	6.68063
DHX29	6.89972	7.80995	7.22475	6.72623	6.29895	6.70808	7.22632	6.64967	6.99881	6.98182	6.71729	7.07044
DHX30	8.06117	8.25583	6.72143	7.35947	7.11396	7.49109	7.74061	7.81443	7.50351	7.50784	7.30757	7.03206
DHX32	7.63409	6.32559	4.10468	6.4139	6.27689	6.7144	6.75528	6.27328	7.0521	6.83313	6.69606	6.57629
DHX33	4.64018	6.15273	6.41836	5.23644	5.20949	4.57523	5.93504	5.08433	5.10748	5.53364	5.1784	5.51115
DHX34	7.16162	7.43956	6.4708	5.33272	5.37064	5.98896	6.67106	7.05275	6.81614	5.99396	5.81635	4.83098
DHX35	5.50126	6.22059	5.71373	5.34711	5.15329	5.15329	5.977	5.10103	5.78241	5.60387	5.27724	5.4364
DHX36	6.92067	7.33629	6.65929	6.74759	6.32257	6.57088	6.75037	6.46173	6.52807	6.87259	6.51192	6.81441
DHX37	7.34407	7.37463	5.87774	5.66643	5.66988	5.71043	6.44408	6.91956	6.51529	6.06205	6.0176	5.7152
DHX38	7.56164	8.25453	7.25559	6.89972	6.60394	7.04141	7.40278	7.58127	6.77495	7.22364	7.17856	7.28812
DHX40P1	0	0	0	2.33277	0	0	0	1.29596	0.592568	0.992737	0.368462	1.22475
DHX40	6.35089	7.02198	6.1717	6.46925	6.14204	6.44731	7.35744	8.04319	7.65533	7.28622	7.07465	7.323
DHX57	5.72031	7.22984	5.51745	5.0814	5.24702	5.37064	6.09557	6.47719	6.07251	6.40544	6.13664	6.36815
DHX58	7.60589	6.52209	5.94542	6.99026	5.69709	6.18621	6.07438	6.68314	6.03559	6.36911	6.10943	5.70677
DHX8	7.02108	7.57968	6.6796	6.72863	6.63595	6.56103	7.24863	6.47719	6.42629	6.96367	6.94101	6.99869
DHX9	8.32069	8.8475	8.03073	7.63289	7.68294	7.73281	8.35345	8.35432	8.44234	8.26752	8.06686	8.16487
DIABLO	7.72712	7.46983	6.94938	7.09443	6.99851	7.35875	6.28783	7.20891	6.80922	6.84423	6.66484	6.2705
DIAPH1	8.51459	9.76618	8.88489	8.97487	8.75998	8.86092	7.89718	8.20673	7.82005	7.81308	7.9049	7.39778
DIAPH2	5.48064	6.5582	3.61838	5.98394	5.3845	5.52943	5.1961	4.96131	4.76269	5.33134	5.65238	6.84523
DIAPH3	4.80049	5.44242	4.29852	2.66922	0.733861	2.36945	4.70818	5.27772	4.48217	3.32473	2.98334	3.71519
DICER1	7.23273	8.08395	8.1041	7.71289	7.34343	7.43956	7.22732	6.91867	7.04891	7.27089	7.11183	7.76899
DIDO1	7.30519	8.14555	7.2717	6.66058	6.84801	6.95273	9.02127	7.74429	7.43632	7.62228	7.43988	7.32099
DIMT1L	6.15273	6.53669	5.42935	5.63479	5.79606	6.12687	6.29548	5.94008	5.93138	6.28694	6.0176	6.01953
DIO1	5.0814	9.04664	7.55956	8.97803	7.77905	8.02846	5.2679	1.6383	1.71669	1.62067	5.70382	0.579425
DIO2	2.83627	2.55857	5.90808	1.31306	0.368462	1.18048	4.46082	5.80488	7.26979	5.78226	5.39146	4.39197
DIO3OS	0.824102	1.75439	3.02791	1.7423	2.75737	2.18187	0.261117	0.685282	0.544525	1.72592	1.08542	1.22475
DIO3	1.26352	2.72752	3.2601	1.70426	3.30592	0.368462	2.72664	0.993783	4.12574	3.73522	3.9935	3.5599
DIP2A	6.14204	6.74876	6.94409	5.93754	5.24702	5.74939	7.27428	6.80381	6.89837	6.40439	6.23713	6.48816
DIP2B	7.78322	8.00136	7.43662	6.83518	6.55251	6.90274	6.80531	6.34626	6.92271	7.07223	6.78884	6.99636
DIP2C	5.8693	6.85224	7.14204	6.73815	6.11589	6.64509	6.7552	6.46031	6.8946	6.6759	7.18113	8.18366
DIRAS1	4.54997	2.51937	5.35186	3.45168	1.17394	2.42345	7.11956	6.11277	5.8466	4.95641	4.89889	3.70131
DIRAS2	2.53704	4.33065	0	0.947291	1.73212	2.58407	3.50843	0.685282	3.03189	3.03189	2.33277	1.36138
DIRAS3	4.29862	3.06192	3.33681	4.97648	5.59099	4.77833	1.62067	2.82005	5.40238	5.63042	5.36013	2.66131
DIRC1	0	0	0	0	0	0	0	0.685282	1.77834	1.08488	0.368462	1.22475
DIRC2	5.62669	6.00292	4.87417	5.67672	5.24666	5.67846	6.0487	5.31537	5.68348	5.91811	5.84884	6.1527
DIRC3	0.86164	2.17245	1.08617	0.927268	0.368462	0.368462	1.56676	0.993783	2.68474	2.02862	2.67706	4.29423
DIS3L2	6.20658	6.96697	5.56068	6.02345	5.6204	6.17587	5.81919	6.15599	6.28791	6.06131	6.05358	5.87462
DIS3L	6.0845	7.55486	6.87833	6.49375	6.20456	6.46614	7.42378	6.15021	6.38109	6.83336	6.78884	7.39965
DIS3	6.88318	7.06085	6.87645	6.6601	6.73019	6.65901	6.79685	6.77939	6.73667	7.03564	6.78284	7.30135
DISC1	3.91714	4.70475	4.31658	4.07201	3.53506	4.59081	3.84368	4.64409	4.62435	5.15915	4.88993	5.21653
DISC2	0.86164	0	0	0	0	0	0	0	0	0	0	0.42252
DISP1	6.20051	6.0845	5.71373	6.08222	4.41168	5.57973	5.15916	5.28693	5.43539	5.72073	5.62698	6.01953
DISP2	4.7942	5.95842	4.41843	3.11983	2.23873	2.92853	6.63369	2.11043	3.72227	4.76513	4.96589	3.34692
DIXDC1	4.81484	6.1181	4.33135	5.49717	5.55296	6.19441	6.93713	5.89369	6.33155	7.07116	7.36585	8.0404
DKC1	8.19699	8.01632	6.58064	6.63988	6.81344	7.03966	7.59035	7.22916	7.17435	7.18687	6.88258	6.62276
DKFZP434H168	0.848829	0	0	0	0	0	0	0	0.500385	0	0	0
DKFZP434K028	4.75511	1.78955	0	0	0	0.824102	0	0	0	0	0	0
DKFZP434L187	0	0	0	0.0577623	0	0	0	0	0	1.36138	0	0.504749
DKFZP586I1420	5.7301	5.78996	5.92158	5.68698	5.16479	5.53339	5.46553	5.29151	5.54948	5.81119	5.5184	5.2465
DKFZP686I15217	4.86767	3.92373	2.62984	2.17799	1.82935	2.61827	3.9776	4.30746	4.21749	4.13433	3.89998	3.53539
DKFZp434J0226	0.86164	1.0641	0	0.500385	0.745587	0	0.824102	1.29233	2.53704	0.837666	1.10053	0
DKFZp434L192	0	2.43002	0	0	0	0	0	0	0	0	0	0
DKFZp566F0947	0.77484	0	0	0	0	0.849795	0.592568	0.921904	0.843304	1.47944	1.01848	0.824102
DKFZp686A1627	0	1.78955	0	0	0	0	0	0	0	0	0.777475	0
DKFZp686O24166	2.6846	2.89377	3.62222	1.93721	1.42473	3.45983	4.79048	3.01752	2.94896	2.50531	2.19383	2.61827
DKFZp761E198	7.27863	6.65028	5.9135	6.00389	5.52943	5.94803	6.32739	5.94247	6.01963	5.63496	6.20803	6.16124
DKFZp779M0652	5.30827	5.62762	2.49728	3.60617	3.38818	4.56739	1.89294	1.62067	1.70833	1.85969	3.75842	2.97976
DKK1	2.45437	2.21019	0	0.539847	1.57313	2.61497	0.203355	0.67606	3.44861	4.25919	2.80635	4.19581
DKK2	4.00308	3.89306	2.83627	1.29233	2.19988	1.62067	4.6979	3.91502	4.40886	3.95731	3.85252	5.61837
DKK3	6.1591	6.69456	5.99146	5.77144	4.91367	6.1591	6.06642	6.38217	7.57924	8.51007	7.40458	6.32258
DKK4	1.29233	1.44309	4.41676	0.0577623	0	2.42155	0.537895	0.921904	0.500385	1.20446	1.51542	1.51596
DKKL1	4.3654	2.4421	1.71775	0.500385	0.368462	0.368462	0	0	1.41296	2.01987	1.58093	1.41296
DLAT	7.02463	8.09285	6.92756	6.68461	6.8638	7.07489	6.81072	6.48275	6.42902	6.60732	6.69532	6.81887
DLC1	6.38519	7.02909	7.48717	7.78239	7.78531	8.04751	6.08934	6.79471	6.94049	6.96337	7.77166	8.68618
DLD	7.80832	8.61232	9.02642	7.88043	7.70481	8.02421	7.55254	6.92403	7.00821	7.41861	7.7304	8.09172
DLEC1	2.22851	1.7423	1.73517	0.48025	0	1.47944	4.52424	2.22851	1.82935	3.13579	2.36638	3.82955
DLEU1	5.4282	5.0876	4.90648	4.1127	4.6504	4.66625	3.66325	4.02957	4.44289	4.18662	3.16108	3.80585
DLEU2L	1.29233	2.80079	0.847851	0.0577623	0.368462	0.839859	2.7025	0.921904	1.62067	0.993783	1.01972	0
DLEU2	4.87099	4.62335	4.10585	3.42576	2.44956	3.30326	3.48992	3.45132	3.31164	3.02791	2.63872	2.68274
DLEU7	0.777475	2.65226	0	0.0577623	0	1.20446	0.993783	1.62067	1.43354	1.5823	0.77484	1.22475
DLG1	7.12528	7.75791	6.96035	6.89568	6.93049	6.91274	7.12927	6.46456	7.06636	7.03548	7.03338	7.81216
DLG2	1.65765	3.3903	2.62536	4.356	3.99873	3.9769	2.95343	2.82448	3.55327	4.81104	4.58117	4.67507
DLG3	5.24175	4.8348	4.0979	4.71586	4.5592	5.0814	7.97872	7.62602	7.4994	7.25621	6.76005	5.21379
DLG4	4.70653	5.33807	4.89667	4.21949	4.30375	4.84918	5.52376	4.9577	5.88303	6.0548	5.63671	5.0808
DLG5	7.42833	7.37713	5.56452	5.95584	4.76217	5.27811	9.18187	8.25596	8.27856	9.30499	7.37533	7.01437
DLGAP1	1.78955	2.33277	3.17076	0	0	0.837666	2.46515	5.00246	5.26251	3.50694	2.55108	1.14975
DLGAP2	0	1.78955	3.82172	1.56676	2.60539	1.62118	1.62067	3.68809	0.837944	2.87052	2.82249	2.15094
DLGAP3	2.70121	3.34543	2.49433	0.993783	2.23544	2.89544	4.55654	2.87998	2.04131	2.38866	1.89294	1.56663
DLGAP4	7.62168	7.99867	7.45298	7.07327	6.85118	7.47477	8.04398	7.50741	7.99463	7.26268	7.72725	7.38175
DLGAP5	5.73979	6.41836	5.64545	2.65054	0.863136	1.73517	5.48431	5.51182	5.29213	3.92447	3.15326	2.22851
DLK1	0	0	3.25136	0.0577623	4.08771	0	0.174504	0	2.21348	5.85671	2.90654	3.08663
DLK2	2.03387	2.53783	1.99229	0.48025	0.685282	0.261117	0.592568	1.43354	2.89594	5.33746	4.22593	1.14975
DLL1	5.10595	4.67994	6.31173	5.1985	4.36591	6.06843	4.09014	4.04162	5.29421	5.85398	5.26565	5.19421
DLL3	0.824102	0	0	0	0	0	2.97903	4.7913	0.584403	1.07196	0	0
DLL4	5.80212	5.97635	5.88888	4.99751	6.19644	5.38907	5.39141	5.83713	5.26469	5.24141	6.28243	6.29195
DLST	8.36962	8.52318	8.72551	8.1047	7.74889	8.36776	7.35634	6.97278	7.46184	7.84542	7.88231	8.18082
DLX1	2.44891	2.06896	1.22475	0	0	0	0.592568	1.62067	6.03856	4.21589	2.96755	1.14975
DLX2	3.23222	0	0.368462	0	0	0	0.895965	0.66861	6.08859	4.53635	3.08887	0
DLX3	0	0	1.73903	1.08488	0.368462	1.73689	3.99979	3.1924	5.25826	4.09367	3.5849	1.77317
DLX4	0.824102	3.49088	2.18187	0.368462	0	0.837666	1.03708	3.31661	4.46303	2.74509	2.26327	2.55503
DLX5	2.1982	1.39798	0.86164	0	0	0.368462	2.35541	3.19429	3.01286	2.74666	2.11043	1.64406
DLX6AS	0	0	0	0	0	0	0	0	0	0.592568	0	0
DLX6	2.11043	0	0	0	0	0	0.592568	1.62067	0.203355	1.47944	0.802166	0.685282
DMAP1	7.2233	7.55852	6.88141	6.66696	6.26149	6.66313	6.42918	6.47299	6.46826	6.65976	6.56524	6.34607
DMBT1	4.04162	1.69135	1.54528	0	0.368462	0	0	0.921904	1.39632	5.64174	2.06592	1.4839
DMBX1	3.03306	1.39632	1.78955	0	0	0	2.47634	3.77585	1.90858	1.20446	1.33433	0.174504
DMC1	2.37565	3.3342	0	0	0	0	3.59187	2.64326	1.78871	2.97903	1.91607	1.89294
DMD	5.42935	7.29097	6.22258	7.69621	7.69166	7.54803	3.95987	4.66333	5.14916	7.05813	6.95582	8.17122
DMGDH	5.97889	8.81314	8.53974	9.16094	8.8568	8.65626	3.17	1.43354	3.35377	2.89594	4.8487	6.45828
DMKN	1.65765	4.70653	0.368462	3.2011	3.69812	3.71519	4.628	0	5.46384	6.70665	5.84288	2.93588
DMP1	0.77484	2.13307	0.368462	0	0	0	1.65765	0.65683	0.203355	0	0	0
DMPK	5.63835	6.30262	5.49306	4.32852	4.76133	5.61677	7.29975	7.23113	7.42429	6.61313	6.62037	6.63287
DMRT1	0	0	0	0	0	0	0.883447	0	0	0	0.592568	0
DMRT2	0	0	0	0	0	0	1.8987	1.82935	1.62067	3.1283	3.83791	5.02534
DMRT3	0	0	0	0	0.471161	0	2.69253	3.01495	3.20096	3.62826	3.61284	2.86575
DMRTA1	5.92158	5.6204	3.53271	5.01728	5.5835	5.59842	1.22475	3.34059	3.51514	3.10343	3.34692	4.43112
DMRTA2	0.86164	0	1.51623	0	0	0	0	0	0	0	1.02255	0.174504
DMRTB1	0	1.82935	0.0577623	0	0	0	0	0	0	0	0.592568	0
DMRTC1B	0	1.43354	0.0577623	0.368462	0.876935	1.64731	1.89294	1.01848	2.19988	3.4691	2.50957	1.01848
DMRTC1	0	0	0.0577623	0	0	0	0	0	0	0	0	0
DMRTC2	0	0	0.0577623	0	0	0	0.261117	0	0.592568	0.310699	1.78955	0.203355
DMTF1	6.81951	7.12252	6.73925	5.58751	5.19927	6.03737	7.02882	6.91299	6.89122	6.83279	6.47967	6.84415
DMWD	6.08904	6.63463	5.45959	5.30827	5.32788	5.83773	6.67324	6.42127	6.58222	6.1464	6.28453	5.886
DMXL1	6.35089	7.20117	6.84588	6.59987	6.17379	6.56244	7.19811	6.90057	6.58679	6.65487	6.6868	7.54944
DMXL2	6.66441	7.36518	6.21261	5.33754	5.1358	5.81413	7.20811	6.28396	6.0474	5.86844	5.66419	6.37857
DNA2	4.74182	5.34233	5.82008	2.55324	2.23223	3.82049	5.15916	6.3636	4.67196	3.60617	3.24339	3.12797
DNAH10	3.92592	3.50694	2.88315	1.70941	1.61899	1.64469	3.61043	3.42561	3.20096	2.66832	2.43929	3.14834
DNAH11	3.33234	6.14109	3.5045	1.71162	2.2054	2.57005	1.9948	1.81925	1.80681	1.03847	1.39085	0.658689
DNAH12	2.1878	2.03755	0.368462	0.368462	0.685282	0	1.39632	1.43489	2.74666	2.19988	1.42473	0.368462
DNAH14	5.88332	5.71703	4.88095	3.32434	3.3903	3.63038	5.05927	4.4934	5.65622	4.44921	3.39895	2.62746
DNAH17	3.83534	3.85662	2.20823	1.39632	2.06455	3.22284	3.48994	4.06603	4.43847	3.67167	3.69248	3.27387
DNAH1	6.01616	7.2724	5.87212	5.77144	3.65765	5.49717	5.48574	5.71042	5.31069	5.17723	5.03991	5.51321
DNAH2	1.22475	3.78052	0.0577623	2.03387	1.60346	2.37523	4.21949	3.37708	3.68796	4.8544	3.7644	1.97818
DNAH3	1.22475	1.58093	0.368462	0	0	0	0.261117	0	1.45524	1.43947	0.48025	1.9814
DNAH5	4.88097	4.62362	1.14975	3.50064	3.16753	2.75658	5.66808	4.16645	4.98437	5.68255	4.71354	2.78099
DNAH6	3.71619	6.8638	5.76519	4.94924	5.22575	4.75418	2.54992	2.77543	4.20962	4.04142	2.80397	3.4559
DNAH7	3.52301	3.51391	0.368462	0	0.676993	0.884814	4.49393	2.08581	3.93266	4.6058	3.06069	2.61827
DNAH8	2.69671	1.42473	0.0577623	0.500385	0	0.500385	0.592568	1.01848	1.20446	0.310699	0.48025	0
DNAH9	0	1.57023	0.824102	0.368462	0.432768	0	4.37153	1.39632	2.8935	3.23222	3.54379	3.94396
DNAI1	0	2.05373	0.368462	1.80432	2.23223	0	4.78262	3.6645	4.21342	2.67217	1.53974	0
DNAI2	0	0	0.0577623	0	0	0	0	0	0.86164	0.310699	0	0
DNAJA1	9.19513	8.64682	8.14119	8.3905	8.54384	9.08534	7.99929	7.75289	7.97077	7.94372	7.74157	7.77884
DNAJA2	7.87778	8.32506	7.93987	7.77737	7.69485	7.87702	7.56155	7.42226	6.88872	7.48529	7.44055	7.73862
DNAJA3	7.87929	8.64153	7.9363	7.77695	7.52186	7.88946	7.53245	7.47709	6.95795	6.92542	6.89637	6.8009
DNAJA4	4.9044	4.97443	6.70441	4.87595	4.87417	4.76941	8.2408	7.08135	7.67243	6.82062	6.9969	6.75511
DNAJB11	8.68727	8.75763	8.70218	7.4725	7.24137	7.57353	7.25181	7.27603	7.17688	7.15292	6.9785	6.67551
DNAJB12	7.73718	7.49998	6.77194	7.30317	7.05618	7.30452	6.90481	7.51039	7.33987	7.44177	7.38237	7.2005
DNAJB13	0	1.40888	1.17592	0.847851	0	0	1.0268	1.39632	1.89294	1.58093	0	0
DNAJB14	5.59471	5.87212	5.49717	4.98332	4.93411	5.0689	5.6549	4.99301	5.48122	5.33134	5.20145	6.13402
DNAJB1	8.14845	8.30943	8.46126	8.20358	9.03931	8.05706	8.2336	7.59458	7.85515	8.12762	8.27369	8.67841
DNAJB2	8.03301	8.44074	7.61727	7.07072	7.10579	7.6774	7.60932	7.6207	7.86219	7.81	7.75181	7.34921
DNAJB3	2.63602	3.15326	0.368462	0.48025	1.15387	1.64215	0	0	0	0.310699	0	0
DNAJB4	5.80212	7.31189	4.25497	5.44674	6.1334	5.86079	5.51807	5.16	5.46209	6.06279	6.52359	7.03386
DNAJB5	4.82173	5.45959	4.82486	4.4506	4.92457	5.16479	4.28702	5.54424	5.50505	5.85398	5.75633	5.45834
DNAJB6	7.67786	8.13212	7.12367	6.70441	6.86589	6.95368	7.13451	7.41846	7.23967	7.61088	7.61845	7.63321
DNAJB7	1.74916	2.69253	1.13141	1.02255	0	0.68895	1.58712	1.47317	1.40237	0.511294	0.99817	1.33812
DNAJB8	0	0	0.0577623	0	0	0	0	0	0	0	0	0
DNAJB9	8.15909	7.88194	9.00602	8.20139	8.2104	7.85787	6.518	6.08012	6.2856	6.54112	6.73488	6.45749
DNAJC10	7.61135	7.87169	6.52796	6.74876	6.32794	6.65929	7.94887	7.41954	7.90521	7.78826	7.48608	7.51147
DNAJC11	7.21225	8.0104	7.79262	7.25022	6.97339	7.24953	7.1955	7.05504	6.97102	6.83487	6.90277	6.89102
DNAJC12	6.16121	4.57088	3.71181	6.76964	7.33824	7.04839	8.42132	8.79542	5.91141	6.22607	4.88216	2.72463
DNAJC13	6.74759	7.7021	6.90975	6.48616	6.16121	6.24222	7.52206	6.7078	7.08524	6.86962	7.12251	7.69115
DNAJC14	7.58372	7.71942	7.36109	6.69765	6.67225	6.73615	6.96314	7.04036	7.33242	7.14919	7.06182	6.99867
DNAJC15	6.53669	6.9256	6.68586	7.24494	6.60259	6.88244	6.96159	6.96253	6.81206	6.71976	6.83357	7.08717
DNAJC16	6.39526	7.28961	7.2937	7.07072	6.74993	6.9976	6.96453	6.24603	6.69481	6.38744	6.50182	6.51717
DNAJC17	6.78784	6.95464	5.57215	5.79301	5.92959	6.2691	5.36275	5.76305	5.91699	5.8356	5.80848	5.24112
DNAJC18	4.25245	4.23872	3.01752	3.11068	2.61387	3.29292	4.79737	4.71216	4.74614	5.47287	5.1172	5.27557
DNAJC19	6.6695	7.00579	6.84907	6.80128	6.8222	6.91274	6.57728	6.33828	6.23987	6.24349	6.09766	5.94903
DNAJC1	8.14873	7.57199	7.38771	7.30384	6.77992	7.37963	7.13121	6.87841	7.12365	6.76764	6.72995	6.28723
DNAJC21	7.18614	7.7643	7.23706	7.10906	7.09589	7.3518	7.25376	6.9487	6.99843	7.06004	6.75041	7.17081
DNAJC22	7.79934	7.12689	6.94022	6.58064	6.21661	5.91889	2.93552	3.242	4.88882	4.41275	1.56663	0.824102
DNAJC24	5.89899	6.02182	5.59203	5.44458	5.39085	5.7446	5.99482	5.57811	5.69129	5.87403	5.62971	6.1738
DNAJC25-GNG10	0	0	0.0577623	0	0	1.99983	0	0	0	0	1.44002	0.671829
DNAJC25	5.77765	6.42649	6.73102	7.05618	7.23562	7.38129	4.80629	5.94008	5.34088	5.46484	5.49079	5.52135
DNAJC27	4.61682	4.95568	5.20401	4.7223	4.21342	4.45304	5.17488	5.06734	5.09741	5.30488	5.06871	5.17999
DNAJC28	3.62826	4.37153	4.54038	3.48328	3.05254	3.92094	3.38602	2.36638	2.91191	3.78626	3.56687	3.86079
DNAJC2	7.14432	7.22092	6.75041	6.36151	6.34119	6.7658	6.22057	6.92794	6.57329	6.49662	5.98948	6.02017
DNAJC30	6.58479	7.17625	6.28972	6.47851	6.34212	6.90776	6.00968	6.327	6.02764	6.23544	6.29916	5.89445
DNAJC3	8.55814	8.15622	9.11954	8.36264	8.05166	8.11373	7.56584	7.26086	7.56626	7.74193	7.68182	7.68742
DNAJC4	7.42251	7.24922	7.16443	6.64586	6.62997	6.95472	6.46272	6.47488	6.79749	6.65132	6.52844	5.89064
DNAJC5B	4.25543	3.8149	1.6683	0.86164	1.43354	2.54579	1.16102	4.86603	1.39632	1.28845	2.46341	2.47634
DNAJC5G	0	1.39632	0.115525	0	0	0	0	0	0	0	0	0
DNAJC5	8.0507	8.29754	7.76896	6.18621	6.45834	6.90073	8.44279	9.29021	7.32362	7.64578	7.75213	7.52557
DNAJC6	4.34229	6.80904	4.4934	2.80659	2.33277	3.24884	6.24194	4.14287	4.18274	3.7872	3.36826	3.3557
DNAJC7	8.34883	8.0933	7.39903	7.15942	7.14573	7.54547	7.30706	8.39969	6.91341	7.51792	7.30333	7.43311
DNAJC8	7.89692	8.30078	7.50604	7.33824	7.17166	7.42536	7.35171	7.36654	7.54636	7.68783	7.63094	7.8222
DNAJC9	6.90131	7.1099	6.51026	5.83303	5.66643	5.86363	6.62438	7.28901	6.7348	6.45374	6.13594	5.72853
DNAL1	4.72602	5.75574	4.37274	4.88118	5.07517	4.93411	6.1254	5.23518	5.99726	6.1005	5.97932	6.20228
DNAL4	5.46383	6.13988	5.63479	4.6779	4.73009	5.50126	6.46469	6.01588	6.62868	6.54979	6.19277	5.49664
DNALI1	7.36834	5.59842	3.25478	6.83087	6.98749	6.85541	7.61732	6.64732	7.02454	6.47973	6.1415	5.01525
DNASE1L1	6.8791	6.25631	6.1379	5.88003	5.42376	5.6937	6.75771	6.25048	6.57533	6.26848	6.38682	6.08684
DNASE1L2	3.30001	3.84541	3.45664	0.310699	0	1.89406	4.69369	4.67585	3.8518	2.42155	1.84518	0
DNASE1L3	5.29832	4.70564	5.32788	8.15306	8.37471	8.36101	2.00034	3.06978	4.03863	4.38131	5.37592	5.72687
DNASE1	4.55953	4.51423	7.94343	0.86164	0.824102	2.85245	5.30624	6.21207	4.31747	3.86119	2.94085	3.33681
DNASE2B	2.80175	2.77543	1.20446	0	1.40473	0.876935	4.29073	1.94538	3.36666	1.01848	3.12646	3.69248
DNASE2	8.11492	7.71691	4.95959	7.26123	7.03086	7.23346	7.91231	7.30204	7.4932	7.39236	7.43612	7.29402
DND1	5.02861	5.27474	4.22923	4.20613	3.91127	4.26909	4.96164	4.97217	4.36651	4.18227	3.92447	3.42994
DNER	2.55689	1.47944	0.115525	0	0	0	1.70142	0	1.67929	2.7245	2.74228	3.40973
DNHD1	5.22575	6.62141	5.69709	4.7902	3.38854	4.80031	6.01643	5.24479	4.9899	4.8927	4.97843	4.87345
DNLZ	6.05209	5.35186	3.94866	4.72495	4.50879	6.34388	4.86767	5.48208	5.35466	4.76518	5.43668	4.14317
DNM1L	7.55956	7.03878	7.08339	6.84694	6.48158	6.92067	7.27952	7.29221	7.14802	7.22364	7.05796	7.29782
DNM1P35	2.97485	5.1985	2.8392	1.78955	1.7376	1.07196	4.0279	3.17961	1.90936	3.27384	3.16174	2.79998
DNM1	3.8094	4.3611	1.80532	4.23578	3.94401	4.01803	5.33323	6.89232	6.2455	5.90804	6.60369	6.5953
DNM2	8.52356	8.13726	8.85321	7.87059	7.38895	7.81965	8.00175	7.97521	8.0136	7.63164	7.83466	7.68392
DNM3	3.90347	4.307	3.75283	2.18913	2.08442	2.80245	3.34606	3.87066	4.52304	4.16645	4.36615	5.06147
DNMBP	5.64704	7.44206	6.91903	6.58273	6.97096	7.14351	4.83384	5.94434	7.14036	6.50883	6.55257	6.82131
DNMT1	7.55538	7.97797	7.19669	5.79606	5.65599	6.00141	7.86845	7.50242	7.65514	7.26023	6.89751	6.20844
DNMT3A	6.49677	6.90274	7.0859	5.3845	5.20949	5.52146	6.20713	6.83256	6.54069	6.07819	5.78216	5.41398
DNMT3B	3.65816	5.36129	3.45983	2.18721	1.7423	2.76064	5.72591	6.49103	4.80629	4.15966	3.60791	3.66717
DNMT3L	0	4.13433	3.73529	5.50533	3.51514	5.04986	0.203355	0	0	0	0	0
DNPEP	8.19063	8.24696	6.93925	7.46049	7.23778	7.71957	7.17753	7.61177	7.42158	7.18133	7.21185	6.95059
DNTTIP1	6.88141	7.10988	5.78074	6.21261	6.04025	6.48768	5.8941	6.38828	6.25905	6.48749	6.1989	5.76111
DNTTIP2	7.38709	7.92226	6.32257	6.80461	6.78333	7.2145	7.23927	7.49237	7.11897	7.38353	7.10166	7.27304
