ID	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
DNTT	0	0	0.115525	0	0.368462	0	0.592568	0	0	0	0	0
DOC2A	2.13307	2.08581	0.115525	0.433938	0.541697	2.22513	4.17961	4.70383	4.0416	3.68908	2.62386	0.42473
DOC2B	0	2.0734	2.89658	0.500385	0	0.876935	4.29363	2.93918	3.36826	3.63915	4.46457	4.20057
DOCK10	6.39526	6.02587	5.35659	4.3868	5.24175	5.27811	5.46407	5.60275	5.8853	6.12232	5.73833	5.49455
DOCK11	5.72359	5.64545	3.77322	4.24439	3.91035	4.35398	4.59427	5.82114	5.75528	6.24841	7.54346	8.8342
DOCK1	6.43133	7.18917	6.96979	6.7511	6.48311	6.67077	6.98004	6.56905	7.84028	7.56225	7.57406	7.94476
DOCK2	6.77651	6.17794	4.55762	4.18455	4.76239	5.59471	5.2056	6.11076	5.71655	6.05089	6.3497	6.24269
DOCK3	3.68203	3.44633	1.97694	0	0.368462	0.368462	5.02589	3.12548	2.61827	3.05254	3.20634	3.11068
DOCK4	6.77878	7.20192	7.16162	6.2186	6.14847	6.19032	5.35626	5.85027	5.93467	6.05909	5.93255	6.6146
DOCK5	4.85097	6.37332	6.16961	6.20859	4.93721	5.87212	5.49286	4.84749	5.66486	5.73416	5.09371	4.73969
DOCK6	7.25347	7.16935	7.37651	6.08222	5.04986	5.88888	6.71255	7.11581	6.50358	6.51889	7.46626	7.63714
DOCK7	6.59441	7.34343	6.32436	6.07993	5.65249	6.16121	7.25352	6.2157	6.63359	6.79572	6.71684	7.48037
DOCK8	6.78219	6.0845	4.57976	5.01064	5.60212	5.9428	6.12389	6.36982	6.05788	7.17854	6.85838	7.15781
DOCK9	6.94505	7.07157	6.07074	6.40026	6.04973	6.1506	7.37531	6.49515	6.9832	7.26202	7.41619	7.96901
DOHH	6.68461	6.04263	5.59842	5.45104	5.55296	6.30262	5.80371	5.94958	5.82117	5.58737	5.55544	4.9153
DOK1	5.52146	5.63121	3.93001	3.59594	4.17747	4.56887	4.97937	5.67994	5.44258	5.82347	6.84845	7.08162
DOK2	6.56386	6.29711	4.28865	4.50202	5.6204	5.74939	3.17951	5.12288	4.77564	5.3344	6.00562	5.75306
DOK3	5.70044	5.25227	3.77448	3.53487	4.06881	4.57165	5.02135	5.54778	4.92805	5.00352	5.24404	4.81104
DOK4	6.75693	7.92008	8.54422	6.51175	5.70044	7.08171	6.37077	6.19187	5.78369	6.23916	5.91342	5.69314
DOK5	2.71773	3.48328	2.89544	3.54395	2.95161	2.88024	1.9814	3.63491	3.47727	4.70217	5.01276	4.44393
DOK6	1.78955	3.52469	5.16479	3.56821	2.91073	2.96755	3.22284	3.00413	4.0279	2.62798	3.5231	4.13721
DOK7	4.58381	4.68548	6.30628	3.35529	2.56166	3.80585	4.81657	1.65765	7.04783	3.74507	3.11068	1.04358
DOLK	6.96602	6.64118	5.65599	6.2634	6.04263	6.34564	5.90356	6.75959	6.49424	6.08037	6.25968	6.12848
DOLPP1	7.07157	6.68211	6.13773	6.25575	6.40853	6.2691	5.92312	6.75748	6.35123	5.88624	6.02762	5.44743
DOM3Z	6.89115	6.82269	6.11111	5.35299	4.93848	6.01728	6.28191	6.27107	6.18428	5.81441	5.39819	4.73632
DONSON	5.45031	6.85674	6.00057	4.97251	4.92581	5.5006	6.59677	5.54019	5.38601	4.94785	4.76717	4.57767
DOPEY1	6.85425	6.78976	6.3355	6.65179	5.95664	6.3054	5.92715	5.56292	6.27543	6.60393	6.36548	6.7036
DOPEY2	6.21261	7.68294	7.78821	5.9108	6.20051	5.39816	8.27273	6.4094	7.33421	6.6565	6.675	6.62141
DOT1L	7.76726	7.07496	7.3072	6.36647	5.78383	6.88038	7.40467	6.81379	6.75394	6.12994	6.18272	5.569
DPAGT1	7.47593	7.91773	7.57566	6.91968	6.57386	7.06229	6.93521	7.01621	6.97348	6.79513	7.01027	6.69149
DPCD	5.1571	5.22677	4.42008	4.20572	4.42571	4.86095	5.88162	5.43442	5.89319	5.78422	5.4629	4.46386
DPCR1	0.733861	1.59483	0	0.48025	0	0	1.35036	0.592568	0.993783	0.310699	0.837666	0.368462
DPEP1	4.69301	2.97903	0.368462	0.0577623	0.993783	2.66131	1.93721	2.03502	3.49459	1.64469	2.02761	0.368462
DPEP2	4.88526	5.19296	2.97702	3.8428	3.22284	4.57173	3.41621	3.82333	3.79931	3.79728	4.77745	4.74094
DPEP3	1.39798	1.58222	0	0.824102	0	2.53704	0.592568	0.592568	0	1.30637	1.38246	1.35355
DPF1	0.692845	0	0	0.824102	0	0	1.93721	2.11479	1.30637	1.01972	0.310699	0
DPF2	7.37838	7.74327	6.08677	6.09582	5.8944	5.84932	6.7184	6.87185	7.1935	6.92667	7.11672	6.90774
DPF3	3.392	3.76774	3.10343	5.1358	4.97937	4.77716	1.62118	1.39632	1.37556	3.12175	2.97702	3.03117
DPH1	7.05239	6.95642	6.61333	6.41428	6.43948	6.59742	6.90419	6.49946	6.27932	6.55079	6.36012	5.95502
DPH2	7.0775	7.47477	6.21261	5.74939	5.743	6.01127	6.70625	6.57286	6.09047	6.05686	5.9963	5.66531
DPH3B	2.6307	3.96286	1.57304	2.00293	1.43354	1.929	5.02135	3.05769	2.48163	2.98841	2.97675	3.79728
DPH3	6.98564	7.36265	6.79122	6.64639	6.64509	7.06305	5.94773	6.03992	6.02063	6.52914	6.56418	6.90926
DPH5	6.43476	7.11477	5.58086	5.92959	5.77253	6.13138	6.08799	6.00723	6.13524	6.30863	6.05484	5.88316
DPM1	6.81344	7.19744	6.98657	6.44095	6.35437	6.71659	6.26383	6.87561	6.14071	6.41691	6.16312	6.09691
DPM2	7.72974	7.15774	6.11589	6.32257	6.1591	7.05962	6.52913	7.92522	7.01641	6.65609	6.72319	5.81872
DPM3	7.81803	6.67834	6.89871	6.61338	6.43294	7.08674	5.98049	6.14439	6.27787	5.93695	6.08747	5.32634
DPP10	0	1.55047	6.09131	1.70917	0.993001	2.35168	0	1.5199	4.36615	0.592568	1.64469	0
DPP3	8.14816	7.96901	7.52456	6.80017	6.3081	7.03086	7.937	7.24049	7.6447	6.68189	6.77562	6.08307
DPP4	7.33694	8.67146	7.2349	7.77612	7.45124	8.11492	1.94826	4.09671	4.76518	6.50616	6.58153	6.91129
DPP6	0.735511	1.47628	0.879204	0.500385	0	0	1.00544	0.592568	1.20446	4.30572	3.45631	3.63989
DPP7	8.57622	7.10332	7.45934	7.97005	7.58731	8.02617	8.18146	8.55946	7.99672	7.68798	7.82732	7.19287
DPP8	4.91139	6.4151	5.42053	5.21494	5.00395	4.75507	6.26054	4.94928	5.66772	5.63722	5.55979	6.74498
DPP9	8.1191	8.17583	8.28853	7.82325	7.6324	7.60589	7.62694	7.90168	7.81906	7.09697	6.56682	6.70025
DPPA2	0	0	0	0	0	0	0	0	0	0	0	0
DPPA3	0	0	0	0	0	0	0.174504	0	0	0.592568	0	0
DPPA4	1.40781	0	0.0577623	3.09563	1.80441	2.67217	0.993783	0.592568	0.824102	0	0.993783	0.368462
DPPA5	0	0	0.0577623	0	0	0	0.174504	0	0	0.310699	0	0.368462
DPRXP4	1.40881	2.93114	0.368462	0	0	0	1.67929	0.592568	1.4212	1.08488	1.02074	1.06272
DPRX	0	0	0	0	0	0.368462	0	0	0	0	0	0.368462
DPT	3.84873	5.26269	0.310699	5.54518	5.76519	6.00389	5.71915	6.0655	7.28438	7.33771	9.4689	10.997
DPY19L1	6.37502	7.50219	6.20658	6.83518	6.72982	6.93634	6.45281	6.19558	6.71055	6.29635	5.96397	6.18354
DPY19L2P1	0	0	0	0	0	0.368462	4.74142	3.39895	2.88284	1.02756	1.62067	0.48025
DPY19L2P2	2.62984	1.44902	1.73689	0	0.368462	1.59435	4.79787	3.91655	1.78955	2.62798	1.94538	2.29316
DPY19L2P4	0	0	0	0	0	0	3.87836	3.52571	5.19607	1.20446	3.07133	0
DPY19L2	0	2.9242	1.03708	0	0.77484	1.47944	5.31983	4.09276	3.41995	4.47271	4.19269	4.41543
DPY19L3	4.52304	5.75574	5.50939	5.03695	4.6979	4.95265	6.4044	5.29606	6.09979	5.61896	5.44646	5.76909
DPY19L4	7.22766	7.14677	6.54247	6.74876	6.62407	6.75809	6.85775	6.82471	6.5707	6.50141	6.36858	6.61324
DPY30	7.06048	7.48829	7.13887	6.45132	6.27476	6.93018	6.10753	6.89212	6.50359	6.40308	6.03653	5.93422
DPYD	8.02976	8.03139	7.34407	7.79359	7.79852	7.51043	4.74519	5.5513	5.86437	6.62752	6.62338	7.01711
DPYSL2	7.34407	7.53316	6.18002	7.04665	7.43838	7.2385	6.24261	6.96852	7.4858	8.51542	8.36699	8.60329
DPYSL3	5.97381	6.43294	4.71216	5.57595	6.55678	5.56834	7.24789	7.86233	8.58959	8.39799	8.4665	8.43774
DPYSL4	1.42108	5.78074	4.57088	1.26721	0	0.368462	5.49852	6.41535	2.62798	3.10102	4.362	3.03028
DPYSL5	0	0	0.301585	0	0	0	3.11068	0.592568	0	1.07196	0	0
DPYS	8.3848	9.14206	8.51979	9.91026	9.24213	9.73116	0	0	0.203355	3.77419	1.38884	0
DQX1	2.953	1.47944	0.368462	0.48025	0	0.368462	2.11153	1.92573	3.52938	1.01931	0.592568	0
DR1	7.28824	7.36074	5.85507	6.38012	6.53233	6.55108	7.09128	6.70114	6.80749	6.65036	6.52193	6.65014
DRAM1	6.98101	6.29711	5.32301	5.42495	5.56452	5.67675	5.83945	7.4969	6.33888	6.89855	6.58048	6.27675
DRAM2	6.95081	7.75234	6.07304	6.52942	6.1506	6.79906	6.67194	6.43299	6.70042	7.11829	7.33149	7.61881
DRAP1	8.82556	8.26796	6.92067	7.22621	7.03878	7.80466	7.00003	7.48221	7.63455	7.1206	7.10783	6.87618
DRD1	0	2.81608	2.47634	1.93721	1.58093	2.80397	2.7025	0.592568	1.69282	1.64469	2.83627	3.54379
DRD2	0.685282	1.47944	0.261117	0	0	0	3.03189	1.57672	2.35649	5.32672	4.09727	1.40254
DRD3	0	0	0.203355	0	0	0	0	0	0	0	0	0
DRD4	1.99577	3.42508	2.81889	1.23529	1.29928	1.33433	2.50531	2.67217	3.30526	1.80538	1.69124	1.09737
DRD5	0	1.67929	1.99109	0	0	0	0	0	0.203355	0.824102	0	0
DRG1	7.67925	8.15421	7.36771	6.89871	6.77537	7.06987	6.49222	6.75114	7.06636	7.09645	7.1459	7.20996
DRG2	7.24423	7.2717	6.64379	6.2672	6.23637	6.45834	6.25128	6.81878	6.39085	6.66544	6.74423	6.39231
DRGX	0	1.47944	0.203355	0	0	0	0	0	0	0	0	0
DRP2	2.42345	1.67929	2.89868	0	0	0.368462	5.0416	4.38569	3.07212	1.43354	1.53548	1.30236
DSC1	0	1.47317	0.149823	0.541697	0	0	2.77788	0	1.35036	3.2195	2.54127	0.745587
DSC2	5.71043	7.0579	4.27867	5.86647	5.94803	6.13988	6.87855	6.65786	7.15934	7.14543	6.83073	6.03061
DSC3	0.845102	1.89294	0.883198	2.33277	2.16172	0.736593	1.00402	0	5.59201	6.95189	6.6712	4.52399
DSCAML1	1.9272	3.08738	0.368462	0.77484	1.68478	3.26386	4.99096	1.00544	1.94538	2.99173	2.28087	2.53704
DSCAM	0	1.89294	0.203355	0.500385	1.29233	1.94538	0	0	0.592568	1.43354	1.36138	0
DSCC1	5.20949	5.71373	3.52469	2.7811	2.90606	3.1213	5.33489	5.57564	4.53722	3.76641	3.50398	4.34402
DSCR10	0	0	0.203355	0	0	0	1.23529	0	0	0	0	0
DSCR3	6.5582	7.68754	7.17166	7.04752	6.79906	6.9344	7.19862	6.34148	6.35411	6.64707	6.90357	7.0812
DSCR4	0	4.33749	0.203355	0	0	0	0	0	0	0	0	0
DSCR6	4.21342	1.62067	0.203355	1.93721	0.783655	2.53704	5.12286	4.76513	2.75446	3.03332	1.81514	1.00544
DSCR8	1.9814	4.6577	0.203355	0	0	0	1.852	0	0.203355	0.592568	1.01848	0
DSCR9	1.99025	1.89294	1.78955	0	0.78059	0.747407	2.5884	1.7423	1.29233	1.03708	1.01848	0.755156
DSEL	6.15698	5.5835	4.58193	6.58893	6.03787	6.49072	6.51545	5.86838	5.83336	5.84023	6.74511	7.45093
DSE	5.88888	5.91712	5.14219	6.01949	5.98409	5.71729	5.48936	6.18661	6.5371	6.53397	6.76105	7.66596
DSG1	2.70677	7.48549	6.14204	5.27811	6.0845	5.64545	1.00544	0	1.89294	4.90498	4.00978	1.87422
DSG2	6.71415	8.28546	2.15589	7.18384	7.04566	6.9781	8.43158	7.60996	8.24293	8.12288	7.59544	7.66565
DSG3	0	0	0.203355	2.54579	1.29233	0.761343	1.35355	0	4.70653	6.46748	6.41581	4.68091
DSG4	0	1.89887	0.89298	0	0.592568	0	1.75127	0	0.203355	0.310699	1.31435	1.80532
DSN1	6.4892	7.38461	6.13988	4.95397	4.52304	5.58725	6.28204	5.5859	5.97543	5.792	5.62698	5.42076
DSPP	1.42473	0	0.368462	0	0	0	0	0	0	0	0	0
DSP	8.40961	9.20603	8.71473	8.82482	8.47178	8.86503	5.96114	8.26159	9.4664	9.66134	8.8243	6.50886
DSTN	7.95437	8.74433	9.04216	8.24931	8.35984	8.68457	9.19652	8.5801	8.93983	9.41965	9.15649	8.77712
DSTYK	6.04737	6.40357	6.45047	4.51248	4.5784	4.77619	7.05922	6.56267	6.33449	6.57667	6.71227	6.93783
DST	8.13447	8.85709	8.75037	8.41892	7.78655	8.26848	8.40711	7.63919	8.27351	10.1026	9.2787	9.09782
DTD1	6.32972	6.77308	4.49393	5.32301	5.44674	5.77144	6.14997	5.96599	6.03262	6.13409	6.17258	6.06667
DTHD1	3.02558	0	1.35355	0.368462	1.29233	0.771385	0.837666	1.43354	2.01342	0.592568	0.368462	0
DTL	6.1717	6.89871	5.31321	2.72664	2.38551	2.62746	6.58635	6.0676	5.88184	4.53722	4.10282	3.2513
DTNA	6.52503	8.16508	5.28827	4.18662	4.46801	5.04986	7.46824	6.81282	5.22986	5.73928	5.3441	6.35584
DTNBP1	5.24702	6.24998	4.81734	4.90614	5.28827	4.96965	5.56799	5.54069	5.98588	6.19999	6.09935	5.93432
DTNB	5.7462	6.54103	5.57215	4.84503	4.87823	5.23644	5.76557	6.37602	6.04544	6.5942	6.30054	4.41275
DTWD1	5.72031	6.33505	5.17615	4.92805	5.1299	5.36598	6.02563	5.54069	5.66342	6.14911	6.08576	6.18039
DTWD2	5.02388	6.608	5.64191	5.29832	5.17615	5.23644	5.99175	4.97648	5.68051	5.00777	4.96034	5.27557
DTX1	5.38907	6.44572	6.13988	8.18507	8.51739	7.08757	5.19991	4.48217	4.34402	5.09706	6.69008	7.5373
DTX2	6.74759	6.87936	5.79301	5.44242	5.77765	5.7301	5.7731	6.12475	6.31222	5.94696	6.12601	5.4605
DTX3L	8.6908	8.83837	8.21732	7.51035	7.62457	7.61478	7.63673	7.09851	7.05736	7.26297	7.05336	6.97416
DTX3	5.44674	5.18178	4.45374	4.54256	4.2238	5.01728	6.78135	6.95044	6.97046	6.73421	6.1989	4.64018
DTX4	6.2186	7.58883	8.03496	6.57925	6.54822	6.76504	5.24454	6.37602	5.77216	5.97235	6.73622	6.82387
DTYMK	7.28345	7.56735	5.96871	5.42935	5.01728	5.96871	5.90919	6.38217	6.5383	5.9511	6.04292	5.55346
DULLARD	7.85516	7.47591	6.88346	6.72263	6.94986	7.27586	7.20376	7.3694	7.39245	7.61886	7.74434	7.59553
DUOX1	3.52075	4.33723	4.05044	2.69145	1.39632	3.04447	3.20317	3.02627	4.19581	5.73724	4.54317	3.89451
DUOX2	9.92652	2.81701	5.87774	0.368462	0.500385	0	1.82935	1.43354	2.08869	3.60863	3.2512	2.43002
DUOXA1	4.80486	1.39632	0	0.368462	0.500385	0	1.5689	2.39825	2.36803	3.92094	2.74237	1.57672
DUOXA2	10.0435	1.64215	3.99903	0	0.890668	0	0	0	1.62067	1.59074	1.00544	1.3399
DUPD1	0	0	0	0	0	0	0	0	0	0	0	0.310699
DUS1L	8.84951	8.99851	8.18952	7.86864	7.31255	8.09163	7.79344	8.22049	8.28129	7.31368	7.37226	6.84469
DUS2L	6.29342	6.32615	4.89138	5.17615	5.02388	5.44674	5.62924	6.09454	5.05611	5.32672	5.27532	5.22482
DUS3L	7.0067	6.51767	6.72743	6.29157	6.07304	6.3699	5.84645	6.09862	5.9952	5.7635	5.58128	4.62914
DUS4L	5.45959	5.73029	5.26992	4.82554	4.6058	4.92143	5.54064	5.39701	4.97027	4.9577	4.71569	4.57088
DUSP10	6.59987	7.19369	7.26543	7.32251	7.19444	6.7093	6.25526	6.90239	6.82742	6.01743	5.96975	5.80347
DUSP11	6.49224	6.67203	6.04973	5.88332	5.96101	6.1203	5.63664	6.5128	6.17487	6.08109	6.05799	5.9262
DUSP12	6.53088	6.18415	5.4161	4.97685	4.92035	5.0626	5.64642	6.0822	5.64604	5.34355	5.30751	5.32138
DUSP13	0.824102	1.99952	0	0	0	0.734965	0	2.81608	0.203355	1.35355	0.685282	0
DUSP14	6.26149	6.65544	5.91889	6.94022	6.54822	7.10085	5.69278	6.39133	6.11545	6.17322	6.52027	6.56205
DUSP15	1.5013	2.33	1.78955	0	0.500385	1.90936	3.20634	1.52272	4.5946	4.00643	3.597	1.51323
DUSP16	7.0579	7.47986	8.29729	8.3948	7.68386	8.60447	8.06857	6.77834	7.76822	8.1401	7.42811	6.66713
DUSP18	4.26506	5.04343	3.42576	2.91899	2.85245	3.46796	5.25737	4.3867	5.00543	4.79806	4.80624	4.87595
DUSP19	4.62019	4.80617	4.23812	3.56033	3.80815	3.96964	4.39103	3.57622	3.8149	4.38712	4.62078	4.4158
DUSP1	8.52278	8.34569	8.33615	9.36615	9.06958	9.88395	6.62687	7.2474	7.91221	8.95034	9.29698	10.1762
DUSP21	0	0	0	0	0	0	0	0	0	0	0	0
DUSP22	7.12206	7.38833	6.47697	6.27852	6.33859	6.66058	6.32615	6.25652	6.40189	6.94763	6.98305	7.41694
DUSP23	8.03593	8.21094	7.77359	7.09672	7.0859	7.71691	6.0503	6.90422	6.77069	6.76617	6.67927	5.96354
DUSP26	2.64021	2.15422	1.7423	0.115525	0	0	2.55503	1.43354	1.78985	2.404	2.0734	0.368462
DUSP27	0	2.6717	0	0	0	0	1.56663	1.23529	1.63842	3.06726	2.65226	2.17245
DUSP28	5.26269	5.0876	4.21824	3.74341	3.49459	4.48508	5.08519	5.17036	4.95265	4.58833	4.35713	3.77585
DUSP2	6.82655	3.92284	3.19353	4.32628	4.86068	6.29711	4.64563	6.21389	5.44615	4.75346	5.34589	3.87836
DUSP3	8.75526	9.17305	8.95131	8.14873	8.12029	8.18758	7.73986	6.87561	6.78576	7.57047	7.77562	8.04808
DUSP4	5.05625	3.81835	5.01064	2.91073	2.56393	3.93001	7.6572	5.69529	7.89355	7.09434	7.097	5.48826
DUSP5P	2.62984	3.8185	1.39632	0	0.500385	0	0.824102	0	1.39632	1.62067	0.592568	0
DUSP5	7.64588	5.94803	5.49306	7.09091	6.99942	8.97828	7.19138	6.97363	7.27324	6.61142	6.92302	6.01953
DUSP6	7.92299	8.82908	7.70976	8.82011	8.85709	9.74314	6.24528	7.16045	7.82849	8.01229	8.07462	8.19736
DUSP7	5.91889	6.83195	5.20949	5.25227	5.62762	5.51745	6.03886	6.31066	6.06293	6.42518	6.13011	6.17722
DUSP8	6.64509	6.4151	6.45362	5.33754	3.71519	6.56386	7.22331	7.03853	5.99003	5.97881	5.98879	5.35562
DUSP9	5.86079	4.83162	5.743	1.93721	2.05204	3.86794	1.29233	2.47634	1.29233	2.21761	2.14654	0.719071
DUT	7.42814	8.1686	6.68316	6.28316	6.16121	6.80017	7.14943	6.65716	6.78509	7.02367	6.85138	6.67696
DUX4	0	0	0	0	0	0	0	0	0	0	0	0
DUXA	0	0	0	0	0	0	0	0	0	0	0	0
DVL1	8.22336	8.11791	7.86096	7.35564	6.81564	7.1293	7.60881	7.59959	7.66799	6.80913	6.86232	6.60913
DVL2	7.18007	6.84055	6.16542	5.51343	5.39363	5.28827	6.29992	6.15021	6.71206	6.62583	6.44908	6.10376
DVL3	7.86519	8.15393	7.56216	7.0934	6.84482	7.24637	7.88441	8.03588	7.9116	7.3949	7.36061	7.60064
DVWA	0	0	0.368462	0	0.504749	0	0	0	0	0	0	0
DYDC1	1.49903	0	0	0	0	0	1.66588	0	0	0.921904	0.592568	0
DYDC2	4.60247	4.36727	4.91741	0.203355	0	1.91327	3.62294	1.17394	2.02862	1.9557	2.19055	1.33128
DYM	6.53814	7.06561	6.46459	6.02102	5.99894	6.01372	6.72958	6.28902	6.22688	6.56913	6.55566	6.67487
DYNC1H1	8.99591	9.74226	8.57791	7.99092	7.72533	8.02191	9.5268	9.10509	9.03562	8.98879	9.18575	9.74464
DYNC1I1	3.84541	3.14818	3.83441	2.19988	2.06435	1.29233	2.34964	2.78198	2.54146	3.80458	4.14115	4.50597
DYNC1I2	7.04054	7.40123	6.02102	6.77194	6.59987	6.77992	7.17278	7.18549	7.88003	7.75398	7.57868	7.78309
DYNC1LI1	7.18614	7.40792	6.06611	6.44254	6.38351	6.63068	6.7632	6.83841	6.79645	6.77237	6.56099	6.5685
DYNC1LI2	7.5984	7.92081	7.44717	7.06305	6.94698	7.06902	8.26167	8.11781	7.45803	8.07912	8.14939	8.7934
DYNC2H1	2.54393	5.14166	2.90606	3.01736	3.54414	3.35605	6.4208	4.23872	5.86085	6.29635	6.00747	7.01711
DYNC2LI1	5.79606	6.03309	4.98587	5.22036	5.01064	5.43372	5.85735	6.21389	5.99107	6.30451	5.98217	5.67758
DYNLL1	8.80553	8.90964	8.32045	7.55747	7.9697	8.10832	7.87712	8.63542	8.07065	8.20054	8.21174	8.25524
DYNLL2	7.48156	8.21582	7.79111	7.45066	7.44425	7.75018	7.89358	6.66712	7.73567	7.55862	7.5162	7.47576
DYNLRB1	8.10772	7.84189	7.18766	7.33368	7.27725	7.78821	7.67031	8.66024	7.54963	7.5739	7.6839	7.52392
DYNLRB2	1.69124	1.62226	0.368462	2.02862	0.880253	1.43354	3.79446	2.41677	3.39816	3.86729	3.17817	1.58093
DYNLT1	8.28349	7.54009	7.04491	6.71052	6.54247	7.49499	6.07992	7.68731	7.60841	7.29445	6.9764	6.55845
DYNLT3	6.84588	7.46566	6.39693	6.77194	6.84375	7.10824	7.77869	6.95995	6.29405	6.75255	6.66018	6.63152
DYRK1A	6.85224	7.48212	7.30586	7.05359	7.11477	7.19669	7.88077	7.08516	7.24648	7.34286	7.14974	7.27692
DYRK1B	6.27852	5.93754	5.81114	5.99146	4.71701	5.72031	6.50982	6.65669	6.86049	5.99949	6.20043	5.80807
DYRK2	6.53379	6.91771	6.35089	5.0689	5.2832	5.1358	6.84975	6.4359	6.17142	5.78811	5.84723	6.16445
DYRK3	4.95999	5.34711	3.98125	4.66727	4.25543	4.93072	5.63295	4.94676	4.37116	5.56816	5.31493	5.34109
DYRK4	5.63479	5.64897	4.8592	5.80513	5.11799	5.743	5.35626	6.73403	5.92918	6.01278	5.68228	5.32386
DYSFIP1	1.69124	1.67929	1.36138	0.203355	0	1.22475	0.86164	0	0	0.592568	0.500385	0
DYSF	6.30262	8.13094	8.1588	6.93342	6.35784	6.77308	5.83543	6.62352	5.93685	6.21787	6.76353	6.87986
DYTN	0	0	0	0	0	0	0	0	0	0	0	0
DYX1C1	0.6841	2.89868	0	1.6151	0.591167	1.05842	4.64842	4.67196	4.86205	4.76202	3.8411	3.07212
DZIP1L	4.94742	4.27008	2.33277	2.50531	2.33277	2.98334	5.59397	4.55363	4.17496	5.18792	4.6634	4.85144
DZIP1	3.57617	4.32181	3.16416	3.74431	3.84492	4.45819	4.362	4.81657	5.55575	6.01972	5.56787	5.64797
DZIP3	6.41017	5.84064	6.40688	4.77962	4.7115	4.96131	6.7395	7.11802	6.46311	6.20321	5.75514	6.40754
E2F1	6.61607	7.40974	5.2933	2.94411	1.89752	3.29877	6.95635	6.4869	5.76829	4.7942	4.74182	4.356
E2F2	5.35186	6.00881	3.99435	0.149823	0.921904	1.65765	5.94773	5.08993	4.62471	3.74895	3.26515	2.02862
E2F3	6.42811	6.40523	5.2575	5.49306	5.17615	6.12687	6.19876	6.39739	6.21371	5.6933	5.61746	5.57685
E2F4	7.61431	7.63964	6.63068	6.23637	6.27852	6.25767	7.13259	7.57895	6.75828	6.7807	6.81847	6.80993
E2F5	5.58515	5.7566	2.19232	2.88035	3.89524	3.30234	4.84938	5.19749	4.95641	4.85592	4.13169	2.71251
E2F6	6.2804	6.55678	5.39363	5.43808	5.64191	5.80212	5.62179	6.55754	5.91588	5.90198	5.71876	5.70338
E2F7	4.51423	5.24175	2.48841	1.47944	0.908217	0.497845	5.08092	4.43804	4.05353	2.57641	2.77788	1.68114
E2F8	4.74142	6.22456	3.82333	1.01848	0	1.22475	5.34481	4.24777	3.67808	2.5475	1.94538	1.68478
E4F1	7.02198	7.09257	6.1717	5.86363	5.57215	5.95324	6.87214	7.12679	6.70398	6.07162	5.97932	5.19421
EAF1	7.18083	7.52672	6.80128	6.90975	7.09423	6.94022	6.83057	6.73403	6.7867	6.42209	6.55244	6.5685
EAF2	4.80212	4.93171	3.86843	2.93552	1.93721	2.9823	3.36757	3.85256	4.98587	4.02957	4.44305	3.56033
EAPP	7.36138	7.29641	6.73102	6.90174	6.70564	6.91175	6.29548	6.0655	6.69327	6.81437	6.74732	6.6927
EARS2	6.99668	7.41818	7.07327	6.42972	6.36303	6.47543	6.78135	6.49652	6.5401	6.49759	6.28032	6.11395
EBAG9	7.44132	6.99851	7.03086	6.71538	6.59167	6.83411	6.05678	5.9867	5.8632	6.37832	6.29916	6.45988
EBF1	4.4934	4.57471	5.14749	2.78027	2.60646	2.43983	4.38371	5.22059	5.50168	6.29107	7.55868	8.43199
EBF2	0	2.49673	2.96755	0	0	0	2.49433	3.2127	3.27605	3.08887	3.56257	5.5295
EBF3	2.71126	4.32703	3.7184	0	0.592568	2.01623	3.7042	3.85366	4.39134	4.82988	6.03124	7.27903
EBF4	6.79794	5.03695	6.38688	5.59471	5.21494	5.24175	5.66808	7.05196	6.20956	6.50046	5.70883	3.9769
EBI3	5.3033	4.71198	2.45423	3.57161	3.93001	4.71354	3.0301	4.00107	4.01994	4.33381	4.4265	3.37708
EBNA1BP2	7.82325	8.14675	6.49195	6.6995	6.3613	7.0193	7.20811	7.27729	7.09764	7.22918	6.86784	6.52093
EBPL	7.25205	7.46164	7.62266	7.80221	7.87322	8.05484	4.85862	6.721	6.39016	6.58108	6.56841	5.15386
EBP	8.95893	8.87975	8.80538	8.87445	8.99937	9.19187	6.81594	7.27352	6.80474	6.32518	6.61836	5.62206
ECD	6.58064	6.94216	6.35437	6.19848	6.07764	6.32436	6.48436	6.98039	6.61602	6.65364	6.3718	6.58972
ECE1	8.16508	8.56274	8.79209	8.30943	8.21609	8.39886	8.81573	9.02174	9.51774	9.57818	9.10544	8.92225
ECE2	6.62936	7.27863	5.64191	5.70378	5.71373	6.29157	5.42385	5.41177	4.95478	4.47601	4.53635	3.22284
